Angle,,,,,,,Intensity
23.1,5348,1,,,,2403,2945
23.12,5272,1,,,,2398,2874
23.14,5327,1,,,,2478,2849
23.16,5386,1,,,,2388,2998
23.18,5401,1,,,,2459,2942
23.2,5364,1,,,,2407,2957
23.22,5277,1,,,,2414,2863
23.24,5146,1,,,,2431,2715
23.26,5274,1,,,,2413,2861
23.28,5200,1,,,,2401,2799
23.3,5332,1,,,,2408,2924
23.32,5328,1,,,,2503,2825
23.34,5320,1,,,,2427,2893
23.36,5405,1,,,,2445,2960
23.38,5374,1,,,,2471,2903
23.4,5417,1,,,,2320,3097
23.42,5356,1,,,,2400,2956
23.44,5347,1,,,,2529,2818
23.46,5426,1,,,,2445,2981
23.48,5478,1,,,,2504,2974
23.5,5341,1,,,,2508,2833
23.52,5381,1,,,,2475,2906
23.54,5386,1,,,,2420,2966
23.56,5353,1,,,,2505,2848
23.58,5362,1,,,,2489,2873
23.6,5369,1,,,,2460,2909
23.62,5417,1,,,,2531,2886
23.64,5414,1,,,,2460,2954
23.66,5468,1,,,,2415,3053
23.68,5336,1,,,,2431,2905
23.7,5356,1,,,,2478,2878
23.72,5339,1,,,,2514,2825
23.74,5485,1,,,,2508,2977
23.76,5447,1,,,,2417,3030
23.78,5286,1,,,,2368,2918
23.8,5402,1,,,,2493,2909
23.82,5410,1,,,,2480,2930
23.84,5301,1,,,,2451,2850
23.86,5412,1,,,,2424,2988
23.88,5385,1,,,,2553,2832
23.9,5399,1,,,,2495,2904
23.92,5380,1,,,,2409,2971
23.94,5445,1,,,,2496,2949
23.96,5531,1,,,,2543,2988
23.98,5449,1,,,,2532,2917
24,5452,1,,,,2517,2935
24.02,5540,1,,,,2492,3048
24.04,5493,1,,,,2439,3054
24.06,5416,1,,,,2455,2961
24.08,5364,1,,,,2446,2918
24.1,5498,1,,,,2427,3071
24.12,5434,1,,,,2442,2992
24.14,5578,1,,,,2434,3144
24.16,5603,1,,,,2423,3180
24.18,5509,1,,,,2426,3083
24.2,5710,1,,,,2490,3220
24.22,5649,1,,,,2448,3201
24.24,5757,1,,,,2396,3361
24.26,5965,1,,,,2488,3477
24.28,5994,1,,,,2500,3494
24.3,6022,1,,,,2444,3578
24.32,6113,1,,,,2466,3647
24.34,6330,1,,,,2425,3905
24.36,6470,1,,,,2546,3924
24.38,6755,1,,,,2414,4341
24.4,7214,1,,,,2408,4806
24.42,7683,1,,,,2423,5260
24.44,8152,1,,,,2439,5713
24.46,8700,1,,,,2443,6257
24.48,9446,1,,,,2420,7026
24.5,10551,1,,,,2453,8098
24.52,11062,1,,,,2482,8580
24.54,11701,1,,,,2427,9274
24.56,11924,1,,,,2472,9452
24.58,11846,1,,,,2485,9361
24.6,11155,1,,,,2460,8695
24.62,10124,1,,,,2461,7663
24.64,9397,1,,,,2523,6874
24.66,8501,1,,,,2448,6053
24.68,7762,1,,,,2500,5262
24.7,7055,1,,,,2510,4545
24.72,6641,1,,,,2530,4111
24.74,6182,1,,,,2497,3685
24.76,6012,1,,,,2504,3508
24.78,5875,1,,,,2485,3390
24.8,5879,1,,,,2478,3401
24.82,5787,1,,,,2500,3287
24.84,5776,1,,,,2493,3283
24.86,5749,1,,,,2481,3268
24.88,5792,1,,,,2516,3276
24.9,5629,1,,,,2495,3134
24.92,5736,1,,,,2396,3340
24.94,5636,1,,,,2475,3161
24.96,5650,1,,,,2468,3182
24.98,5627,1,,,,2507,3120
25,5508,1,,,,2470,3038
25.02,5575,1,,,,2465,3110
25.04,5666,1,,,,2477,3189
25.06,5563,1,,,,2461,3102
25.08,5508,1,,,,2373,3135
25.1,5533,1,,,,2453,3080
25.12,5457,1,,,,2387,3070
25.14,5555,1,,,,2453,3102
25.16,5605,1,,,,2490,3115
25.18,5497,1,,,,2412,3085
25.2,5561,1,,,,2414,3147
25.22,5606,1,,,,2505,3101
25.24,5443,1,,,,2475,2968
25.26,5528,1,,,,2425,3103
25.28,5410,1,,,,2387,3023
25.3,5348,1,,,,2450,2898
25.32,5436,1,,,,2425,3011
25.34,5461,1,,,,2469,2992
25.36,5374,1,,,,2457,2917
25.38,5399,1,,,,2438,2961
25.4,5394,1,,,,2383,3011
25.42,5291,1,,,,2415,2876
25.44,5361,1,,,,2492,2869
25.46,5394,1,,,,2525,2869
25.48,5465,1,,,,2290,3175
25.5,5459,1,,,,2425,3034
25.52,5412,1,,,,2446,2966
25.54,5389,1,,,,2503,2886
25.56,5435,1,,,,2405,3030
25.58,5422,1,,,,2398,3024
25.6,5435,1,,,,2477,2958
25.62,5442,1,,,,2456,2986
25.64,5407,1,,,,2453,2954
25.66,5405,1,,,,2428,2977
25.68,5520,1,,,,2395,3125
25.7,5339,1,,,,2473,2866
25.72,5370,1,,,,2435,2935
25.74,5334,1,,,,2418,2916
25.76,5319,1,,,,2420,2899
25.78,5315,1,,,,2448,2867
25.8,5406,1,,,,2387,3019
