t[s],Bpos,Bspd,A[cm²],Mma[Å²],P1[mN/m],P2[mN/m],T[°C],SP[V],pH,AD[V]
0.03,0,0,783,,-0.0138,0,-262.41,,-0.35,0
1.12,0.138,10,782.6,,-0.007,0,-159.05,,-0.35,0
2.25,0.327,10,782.05,,-0.0354,0,15.31,,-0.35,0
3.25,0.497,10,781.56,,-0.0331,0,-82.92,,-0.35,0
4.25,0.663,10,781.08,,-0.0444,0,-245.5,,-0.35,0
5.38,0.851,10,780.53,,-0.0165,0,-483.82,,-0.35,0
6.5,1.038,10,779.99,,-0.0237,0,-441.85,,-0.35,0
7.63,1.226,10,779.45,,-0.0362,0,-489.16,,-0.35,0
8.75,1.414,10,778.9,,-0.0126,0,-403.57,,-0.35,0
9.87,1.601,10,778.36,,-0.0395,0,-186.04,,-0.35,0
10.99,1.788,10,777.81,,-0.0115,0,21.33,,-0.35,0
11.99,1.955,10,777.33,,-0.0313,0,-123.11,,-0.35,0
13.11,2.144,10,776.78,,-0.0035,0,-175.18,,-0.35,0
14.23,2.327,10,776.25,,-0.0169,0,-13.3,,-0.35,0
15.35,2.514,10,775.71,,-0.0382,0,-19.25,,-0.35,0
16.47,2.701,10,775.17,,-0.0158,0,-18.11,,-0.35,0
17.6,2.888,10,774.62,,0.0032,0,-93.19,,-0.35,0
18.72,3.077,10,774.08,,-0.0107,0,-96.22,,-0.35,0
19.84,3.264,10,773.53,,-0.0282,0,-308.2,,-0.35,0
20.96,3.451,10,772.99,,-0.0249,0,-340.48,,-0.35,0
21.96,3.618,10,772.51,,-0.0584,0,-367.15,,-0.35,0
22.97,3.786,10,772.02,,-0.0427,0,-185.7,,-0.35,0
23.97,3.955,10,771.53,,-0.0246,0,-93.48,,-0.35,0
25.09,4.142,10,770.99,,0.0147,0,103.08,,-0.35,0
26.21,4.331,10,770.44,,-0.0478,0,-1.22,,-0.35,0
27.34,4.518,10,769.9,,-0.0452,0,-193.36,,-0.35,0
28.47,4.706,10,769.35,,-0.0215,0,-300.83,,-0.35,0
29.59,4.892,10,768.81,,-0.0113,0,-212.43,,-0.35,0
30.6,5.059,10,768.33,,0.0058,0,-124.51,,-0.35,0
31.6,5.227,10,767.84,,-0.016,0,-286.83,,-0.35,0
32.72,5.414,10,767.3,,0.0091,0,-221.53,,-0.35,0
33.85,5.601,10,766.76,,-0.039,0,-194.9,,-0.35,0
34.85,5.768,10,766.27,,-0.014,0,-206,,-0.35,0
35.97,5.956,10,765.73,,-0.0221,0,-289.56,,-0.35,0
37.1,6.142,10,765.19,,-0.0281,0,-194.68,,-0.35,0
38.22,6.331,10,764.64,,-0.0231,0,-207.21,,-0.35,0
39.22,6.496,10,764.16,,-0.0317,0,-224.59,,-0.35,0
40.34,6.684,10,763.62,,0.0103,0,-155.35,,-0.35,0
41.47,6.877,10,763.06,,-0.0447,0,-106.42,,-0.35,0
42.59,7.064,10,762.51,,-0.0263,0,-154.78,,-0.35,0
43.6,7.23,10,762.03,,-0.0263,0,-66.91,,-0.35,0
44.6,7.397,10,761.55,,-0.0234,0,-17.59,,-0.35,0
45.6,7.564,10,761.06,,-0.0197,0,151.78,,-0.35,0
46.6,7.73,10,760.58,,0.017,0,123.2,,-0.35,0
47.72,7.918,10,760.04,,-0.0293,0,208.35,,-0.35,0
48.72,8.084,10,759.56,,-0.0835,0,66.21,,-0.35,0
49.84,8.273,10,759.01,,-0.0385,0,-21.76,,-0.35,0
50.97,8.46,10,758.47,,-0.0294,0,-16.47,,-0.35,0
52.09,8.647,10,757.92,,-0.0169,0,-63.84,,-0.35,0
53.21,8.834,10,757.38,,-0.0318,0,-217.88,,-0.35,0
54.21,9.001,10,756.9,,-0.0352,0,-183.12,,-0.35,0
55.34,9.188,10,756.35,,-0.0249,0,-79.46,,-0.35,0
56.46,9.375,10,755.81,,-0.0362,0,-19.14,,-0.35,0
57.58,9.562,10,755.27,,-0.0292,0,-167.35,,-0.35,0
58.71,9.751,10,754.72,,-0.0365,0,-202.31,,-0.35,0
59.72,9.921,10,754.23,,-0.0128,0,-228.9,,-0.35,0
60.72,10.088,10,753.74,,-0.0307,0,-149.77,,-0.35,0
61.73,10.255,10,753.26,,-0.0183,0,-265.31,,-0.35,0
62.74,10.427,10,752.76,,-0.0071,0,-322.45,,-0.35,0
63.74,10.593,10,752.28,,-0.026,0,-193.89,,-0.35,0
64.86,10.78,10,751.74,,-0.0258,0,-93.92,,-0.35,0
65.99,10.968,10,751.19,,-0.0439,0,-211.91,,-0.35,0
67.11,11.156,10,750.65,,-0.0053,0,-403.77,,-0.35,0
68.12,11.321,10,750.17,,-0.0365,0,-259.81,,-0.35,0
69.24,11.51,10,749.62,,-0.0224,0,-193.03,,-0.35,0
70.37,11.696,10,749.08,,-0.0383,0,-233.64,,-0.35,0
71.48,11.884,10,748.54,,-0.0132,0,-283.7,,-0.35,0
72.61,12.071,10,747.99,,-0.0249,0,-286.06,,-0.35,0
73.61,12.239,10,747.51,,-0.0374,0,-214.42,,-0.35,0
74.73,12.426,10,746.96,,-0.0247,0,-149.32,,-0.35,0
75.85,12.614,10,746.42,,-0.0226,0,-47.67,,-0.35,0
76.97,12.801,10,745.88,,-0.0193,0,-22.24,,-0.35,0
77.98,12.967,10,745.39,,-0.0306,0,-154.4,,-0.35,0
79.1,13.153,10,744.86,,-0.0111,0,-300.54,,-0.35,0
80.22,13.342,10,744.31,,-0.0277,0,-149.42,,-0.35,0
81.22,13.508,10,743.83,,-0.0198,0,137.75,,-0.35,0
82.23,13.675,10,743.34,,0.0027,0,192.78,,-0.35,0
83.35,13.862,10,742.8,,-0.0354,0,-11.68,,-0.35,0
84.47,14.049,10,742.26,,-0.0082,0,-126.09,,-0.35,0
85.6,14.238,10,741.71,,-0.0232,0,-147.53,,-0.35,0
86.72,14.426,10,741.16,,-0.0262,0,-179.8,,-0.35,0
87.72,14.592,10,740.68,,-0.0415,0,-180.1,,-0.35,0
88.84,14.78,10,740.14,,-0.032,0,-126.2,,-0.35,0
89.96,14.969,10,739.59,,-0.0256,0,-147.23,,-0.35,0
91.08,15.155,10,739.05,,-0.0321,0,-235.75,,-0.35,0
92.08,15.321,10,738.57,,-0.0173,0,-116.31,,-0.35,0
93.2,15.508,10,738.03,,-0.0348,0,-42.2,,-0.35,0
94.32,15.696,10,737.48,,-0.0394,0,-63.19,,-0.35,0
95.32,15.862,10,737,,-0.0303,0,-73.78,,-0.35,0
96.45,16.052,10,736.45,,-0.0137,0,-92.5,,-0.35,0
97.45,16.217,10,735.97,,-0.0296,0,-81.33,,-0.35,0
98.57,16.406,10,735.42,,-0.0371,0,-10.31,,-0.35,0
99.69,16.593,10,734.88,,-0.0183,0,111.91,,-0.35,0
100.7,16.76,10,734.4,,-0.0473,0,190.49,,-0.35,0
101.7,16.931,10,733.9,,-0.0235,0,84.52,,-0.35,0
102.83,17.117,10,733.36,,-0.037,0,-53.9,,-0.35,0
103.95,17.304,10,732.82,,-0.0335,0,-80.22,,-0.35,0
105.07,17.489,10,732.28,,-0.0299,0,-301.66,,-0.35,0
106.19,17.675,10,731.74,,-0.0426,0,-325.12,,-0.35,0
107.31,17.865,10,731.19,,-0.0037,0,-199.34,,-0.35,0
108.43,18.049,10,730.66,,-0.0326,0,-54.26,,-0.35,0
109.44,18.219,10,730.17,,0.0214,0,-139.26,,-0.35,0
110.44,18.389,10,729.67,,0.0065,0,-217.83,,-0.35,0
111.57,18.575,10,729.13,,-0.0429,0,-114.78,,-0.35,0
112.69,18.762,10,728.59,,-0.051,0,-243.39,,-0.35,0
113.81,18.949,10,728.05,,-0.0237,0,-202.88,,-0.35,0
114.93,19.136,10,727.5,,-0.0119,0,-165.56,,-0.35,0
116.05,19.325,10,726.96,,-0.0189,0,-111.51,,-0.35,0
117.18,19.512,10,726.42,,-0.0248,0,-80.32,,-0.35,0
118.3,19.702,10,725.86,,-0.0256,0,8.83,,-0.35,0
119.42,19.886,10,725.33,,-0.0222,0,46.82,,-0.35,0
120.43,20.053,10,724.85,,-0.0317,0,-79.6,,-0.35,0
121.43,20.221,10,724.36,,-0.0209,0,-328.02,,-0.35,0
122.55,20.409,10,723.81,,-0.0195,0,-325.33,,-0.35,0
123.67,20.595,10,723.27,,-0.0302,0,-305.42,,-0.35,0
124.68,20.762,10,722.79,,-0.0175,0,-297.13,,-0.35,0
125.69,20.931,10,722.3,,-0.0226,0,-422.5,,-0.35,0
126.69,21.102,10,721.81,,-0.0051,0,-411.14,,-0.35,0
127.7,21.267,10,721.33,,-0.0401,0,-273,,-0.35,0
128.71,21.435,10,720.84,,-0.0268,0,-138.21,,-0.35,0
129.71,21.604,10,720.35,,-0.0155,0,-89.98,,-0.35,0
130.83,21.793,10,719.8,,-0.0284,0,-160.04,,-0.35,0
131.84,21.958,10,719.32,,-0.0118,0,-177.31,,-0.35,0
132.96,22.145,10,718.78,,-0.0313,0,-129.06,,-0.35,0
134.08,22.335,10,718.23,,0.0122,0,68.74,,-0.35,0
135.2,22.522,10,717.69,,-0.0173,0,160.65,,-0.35,0
136.32,22.708,10,717.15,,-0.007,0,35.97,,-0.35,0
137.32,22.876,10,716.66,,-0.0268,0,-36.02,,-0.35,0
138.33,23.041,10,716.18,,-0.0214,0,-86.15,,-0.35,0
139.33,23.208,10,715.7,,-0.0094,0,-83.75,,-0.35,0
140.45,23.395,10,715.15,,-0.0356,0,-138.46,,-0.35,0
141.57,23.584,10,714.61,,-0.0021,0,-16.8,,-0.35,0
142.57,23.75,10,714.12,,-0.0409,0,103.86,,-0.35,0
143.69,23.936,10,713.58,,-0.0082,0,-25.42,,-0.35,0
144.82,24.125,10,713.04,,-0.0136,0,-326.33,,-0.35,0
145.82,24.291,10,712.56,,-0.0192,0,-252.63,,-0.35,0
146.94,24.479,10,712.01,,-0.011,0,-11.46,,-0.35,0
148.07,24.667,10,711.47,,-0.0181,0,178.4,,-0.35,0
149.19,24.854,10,710.92,,-0.0113,0,109.34,,-0.35,0
150.31,25.043,10,710.38,,-0.0247,0,-19.78,,-0.35,0
151.44,25.231,10,709.83,,-0.0124,0,-56.31,,-0.35,0
152.56,25.418,10,709.29,,-0.0087,0,-127.51,,-0.35,0
153.68,25.603,10,708.75,,-0.0122,0,-82.37,,-0.35,0
154.8,25.791,10,708.21,,-0.0139,0,51.86,,-0.35,0
155.92,25.978,10,707.66,,-0.0005,0,-43.18,,-0.35,0
157.05,26.167,10,707.12,,-0.0201,0,-214.62,,-0.35,0
158.17,26.355,10,706.57,,-0.0108,0,-205.37,,-0.35,0
159.29,26.541,10,706.03,,-0.0093,0,-6.11,,-0.35,0
160.41,26.731,10,705.48,,-0.0254,0,107.92,,-0.35,0
161.41,26.895,10,705,,0,0,75.82,,-0.35,0
162.42,27.062,10,704.52,,-0.0186,0,-104,,-0.35,0
163.54,27.249,10,703.98,,-0.016,0,-194.93,,-0.35,0
164.66,27.437,10,703.43,,-0.0289,0,18.16,,-0.35,0
165.78,27.626,10,702.89,,-0.0195,0,125.61,,-0.35,0
166.79,27.791,10,702.41,,-0.0291,0,-90.68,,-0.35,0
167.91,27.98,10,701.86,,-0.0276,0,-258.81,,-0.35,0
169.03,28.166,10,701.32,,-0.0068,0,-173.29,,-0.35,0
170.03,28.332,10,700.84,,-0.0287,0,-97.63,,-0.35,0
171.15,28.519,10,700.29,,-0.0175,0,-149.58,,-0.35,0
172.27,28.709,10,699.74,,-0.0364,0,-333.68,,-0.35,0
173.39,28.898,10,699.2,,-0.0116,0,-369.28,,-0.35,0
174.4,29.063,10,698.72,,-0.0142,0,-406.68,,-0.35,0
175.51,29.25,10,698.17,,-0.0155,0,-431,,-0.35,0
176.52,29.417,10,697.69,,-0.0112,0,-313.5,,-0.35,0
177.52,29.583,10,697.21,,-0.0125,0,-283.96,,-0.35,0
178.64,29.772,10,696.66,,-0.0191,0,-96.56,,-0.35,0
179.76,29.958,10,696.12,,-0.0256,0,-60.76,,-0.35,0
180.88,30.146,10,695.58,,-0.0094,0,-51.12,,-0.35,0
182,30.331,10,695.04,,-0.0138,0,15.57,,-0.35,0
183,30.501,10,694.55,,-0.0179,0,63.77,,-0.35,0
184,30.665,10,694.07,,-0.0257,0,43.32,,-0.35,0
185.01,30.832,10,693.59,,-0.0183,0,-95.85,,-0.35,0
186.13,31.019,10,693.04,,-0.0135,0,-27.25,,-0.35,0
187.25,31.208,10,692.5,,-0.0277,0,58.42,,-0.35,0
188.25,31.377,10,692.01,,-0.011,0,-124.56,,-0.35,0
189.38,31.564,10,691.46,,-0.0311,0,-273.07,,-0.35,0
190.38,31.728,10,690.99,,-0.0128,0,-279.49,,-0.35,0
191.39,31.899,10,690.49,,-0.0122,0,-159.39,,-0.35,0
192.4,32.065,10,690.01,,-0.0276,0,-138.34,,-0.35,0
193.41,32.235,10,689.52,,-0.0141,0,-182.63,,-0.35,0
194.41,32.403,10,689.03,,-0.0153,0,-200.57,,-0.35,0
195.41,32.572,10,688.54,,-0.0123,0,-177.2,,-0.35,0
196.54,32.756,10,688.01,,-0.0185,0,-117.29,,-0.35,0
197.66,32.945,10,687.46,,-0.0059,0,-30.67,,-0.35,0
198.67,33.111,10,686.98,,-0.0306,0,-42.02,,-0.35,0
199.67,33.278,10,686.49,,0.0228,0,-124.42,,-0.35,0
200.79,33.465,10,685.95,,-0.0147,0,-228.8,,-0.35,0
201.91,33.655,10,685.4,,-0.0187,0,-110.3,,-0.35,0
203.03,33.841,10,684.86,,-0.0092,0,-22.3,,-0.35,0
204.04,34.009,10,684.37,,-0.0051,0,80.56,,-0.35,0
205.16,34.195,10,683.84,,-0.0037,0,37.22,,-0.35,0
206.16,34.364,10,683.34,,-0.0079,0,-121.1,,-0.35,0
207.28,34.551,10,682.8,,-0.0131,0,-299.45,,-0.35,0
208.29,34.722,10,682.31,,-0.0095,0,-234.34,,-0.35,0
209.41,34.908,10,681.77,,-0.0022,0,-104.45,,-0.35,0
210.41,35.076,10,681.28,,-0.0013,0,-74.84,,-0.35,0
211.42,35.241,10,680.8,,0.0008,0,-151.67,,-0.35,0
212.54,35.431,10,680.25,,-0.0219,0,-29.37,,-0.35,0
213.54,35.595,10,679.78,,-0.0137,0,-54.25,,-0.35,0
214.66,35.784,10,679.23,,-0.034,0,54.29,,-0.35,0
215.79,35.97,10,678.69,,-0.0031,0,163.25,,-0.35,0
216.92,36.158,10,678.14,,-0.0127,0,185.85,,-0.35,0
217.92,36.328,10,677.65,,-0.0205,0,104.14,,-0.35,0
219.05,36.516,10,677.1,,-0.0062,0,40.25,,-0.35,0
220.17,36.702,10,676.56,,-0.0158,0,40.21,,-0.35,0
221.18,36.87,10,676.08,,0.0046,0,-155.28,,-0.35,0
222.3,37.059,10,675.53,,-0.0095,0,-193.14,,-0.35,0
223.43,37.245,10,674.99,,-0.0071,0,30.08,,-0.35,0
224.55,37.434,10,674.44,,-0.0018,0,161.7,,-0.35,0
225.55,37.598,10,673.96,,-0.0062,0,-23.57,,-0.35,0
226.68,37.788,10,673.41,,-0.0031,0,-223.17,,-0.35,0
227.68,37.957,10,672.92,,0.0032,0,-267.63,,-0.35,0
228.8,38.141,10,672.39,,0.0054,0,-79.51,,-0.35,0
229.92,38.331,10,671.84,,0.0023,0,82.61,,-0.35,0
231.05,38.516,10,671.3,,0.0025,0,162.11,,-0.35,0
232.05,38.687,10,670.81,,-0.0065,0,198.85,,-0.35,0
233.18,38.875,10,670.26,,-0.0054,0,233.24,,-0.35,0
234.18,39.042,10,669.78,,-0.0039,0,89.45,,-0.35,0
235.19,39.207,10,669.3,,0.0027,0,-29.77,,-0.35,0
236.31,39.397,10,668.75,,-0.0161,0,-166.53,,-0.35,0
237.31,39.561,10,668.27,,-0.0264,0,-134.06,,-0.35,0
238.43,39.75,10,667.73,,0.0025,0,-102.72,,-0.35,0
239.56,39.938,10,667.18,,-0.0029,0,-202.84,,-0.35,0
240.68,40.124,10,666.64,,-0.0009,0,-219.08,,-0.35,0
241.69,40.297,10,666.14,,-0.0139,0,-139.34,,-0.35,0
242.69,40.461,10,665.66,,-0.0073,0,-165.18,,-0.35,0
243.69,40.628,10,665.18,,-0.0075,0,-345.42,,-0.35,0
244.82,40.816,10,664.63,,-0.0114,0,-443.56,,-0.35,0
245.94,41.005,10,664.09,,0.0163,0,-333.47,,-0.35,0
247.06,41.191,10,663.55,,-0.0229,0,-225.75,,-0.35,0
248.18,41.379,10,663,,-0.0048,0,-46.31,,-0.35,0
249.3,41.569,10,662.45,,-0.0042,0,66.02,,-0.35,0
250.3,41.734,10,661.97,,-0.0076,0,76.52,,-0.35,0
251.42,41.919,10,661.44,,-0.0004,0,-43.76,,-0.35,0
252.55,42.107,10,660.89,,-0.0111,0,-258.24,,-0.35,0
253.55,42.275,10,660.4,,0.0004,0,-282.42,,-0.35,0
254.67,42.464,10,659.86,,0.0007,0,-37.86,,-0.35,0
255.79,42.65,10,659.32,,0.0102,0,-26.69,,-0.35,0
256.8,42.815,10,658.84,,-0.0076,0,-339.78,,-0.35,0
257.8,42.983,10,658.35,,0.0123,0,-447.09,,-0.35,0
258.82,43.153,10,657.86,,0.0047,0,-299.31,,-0.35,0
259.82,43.32,10,657.37,,-0.0075,0,-196.88,,-0.35,0
260.83,43.487,10,656.89,,0.0048,0,-98.19,,-0.35,0
261.95,43.674,10,656.35,,-0.0025,0,-107.37,,-0.35,0
262.95,43.842,10,655.86,,0.0091,0,-65.7,,-0.35,0
264.08,44.029,10,655.32,,0.0077,0,-186.54,,-0.35,0
265.19,44.216,10,654.77,,0.0209,0,-270.59,,-0.35,0
266.2,44.383,10,654.29,,0.0034,0,-145.85,,-0.35,0
267.31,44.569,10,653.75,,-0.0033,0,3.92,,-0.35,0
268.44,44.757,10,653.2,,0.0017,0,-64.1,,-0.35,0
269.56,44.944,10,652.66,,-0.0176,0,-131.41,,-0.35,0
270.68,45.134,10,652.11,,-0.0042,0,-132.08,,-0.35,0
271.8,45.32,10,651.57,,-0.0143,0,-186.76,,-0.35,0
272.93,45.507,10,651.03,,0.0028,0,-173.41,,-0.35,0
274.06,45.694,10,650.49,,-0.003,0,-128.29,,-0.35,0
275.18,45.884,10,649.94,,0.0086,0,-140.4,,-0.35,0
276.3,46.069,10,649.4,,-0.0096,0,-248.53,,-0.35,0
277.31,46.237,10,648.91,,0.0104,0,-300.45,,-0.35,0
278.31,46.407,10,648.42,,0.0062,0,-204.02,,-0.35,0
279.43,46.594,10,647.88,,-0.0038,0,-166.57,,-0.35,0
280.55,46.779,10,647.34,,0.0081,0,-175.85,,-0.35,0
281.67,46.966,10,646.8,,0.0024,0,-108.95,,-0.35,0
282.79,47.153,10,646.26,,0.0216,0,-56.75,,-0.35,0
283.8,47.326,10,645.75,,0.0158,0,64.06,,-0.35,0
284.92,47.512,10,645.21,,0.0141,0,117.16,,-0.35,0
286.04,47.698,10,644.68,,0.0161,0,129.46,,-0.35,0
287.05,47.866,10,644.19,,0.0023,0,-144.56,,-0.35,0
288.05,48.033,10,643.71,,0.0074,0,-186.81,,-0.35,0
289.17,48.221,10,643.16,,-0.0075,0,-201.55,,-0.35,0
290.29,48.407,10,642.62,,0.0171,0,-93.34,,-0.35,0
291.42,48.595,10,642.07,,-0.0017,0,-38.78,,-0.35,0
292.42,48.763,10,641.59,,0.0114,0,107.62,,-0.35,0
293.55,48.949,10,641.05,,-0.0114,0,-0.53,,-0.35,0
294.68,49.136,10,640.5,,-0.0082,0,-65.5,,-0.35,0
295.8,49.324,10,639.96,,-0.0073,0,-122.45,,-0.35,0
296.81,49.497,10,639.46,,0.0089,0,-100.09,,-0.35,0
297.81,49.663,10,638.98,,0.0112,0,-261.59,,-0.35,0
298.93,49.851,10,638.43,,0.0034,0,-432.87,,-0.35,0
300.05,50.038,10,637.89,,0.0177,0,-382.98,,-0.35,0
301.18,50.225,10,637.35,,0.0043,0,-248.12,,-0.35,0
302.19,50.39,10,636.87,,0.0189,0,-186.2,,-0.35,0
303.19,50.556,10,636.39,,0.0055,0,-378.14,,-0.35,0
304.31,50.745,10,635.84,,0.0027,0,-509.67,,-0.35,0
305.43,50.933,10,635.3,,0.0064,0,-395.84,,-0.35,0
306.56,51.121,10,634.75,,0.0091,0,-215.31,,-0.35,0
307.68,51.308,10,634.21,,0.0028,0,-257.32,,-0.35,0
308.8,51.494,10,633.67,,-0.0091,0,-464.92,,-0.35,0
309.92,51.684,10,633.12,,0.0013,0,-452.78,,-0.35,0
311.05,51.87,10,632.58,,-0.01,0,-430.93,,-0.35,0
312.18,52.057,10,632.04,,0.0111,0,-233.75,,-0.35,0
313.3,52.245,10,631.49,,0.0084,0,-97.96,,-0.35,0
314.42,52.433,10,630.95,,0.0087,0,-120.74,,-0.35,0
315.55,52.62,10,630.4,,-0.006,0,-295.35,,-0.35,0
316.55,52.791,10,629.9,,0.0123,0,-250.3,,-0.35,0
317.67,52.977,10,629.37,,-0.0011,0,-113.45,,-0.35,0
318.8,53.167,10,628.82,,0.0029,0,50.69,,-0.35,0
319.92,53.354,10,628.27,,0.0061,0,140.51,,-0.35,0
321.04,53.541,10,627.73,,0.0239,0,188.53,,-0.36,0
322.05,53.708,10,627.25,,0.0345,0,48.81,,-0.35,0
323.07,53.879,10,626.75,,0.0067,0,-205.82,,-0.35,0
324.07,54.047,10,626.26,,0.0099,0,-429.62,,-0.36,0
325.08,54.211,10,625.79,,-0.0026,0,-327.01,,-0.35,0
326.09,54.382,10,625.29,,0.001,0,11.9,,-0.36,0
327.09,54.55,10,624.8,,0.0312,0,103.85,,-0.36,0
328.09,54.716,10,624.32,,0.0107,0,-61.37,,-0.36,0
329.09,54.884,10,623.84,,-0.005,0,-203.41,,-0.36,0
330.21,55.071,10,623.29,,0.0104,0,-149.47,,-0.36,0
331.34,55.258,10,622.75,,0.0134,0,-107.83,,-0.36,0
332.46,55.444,10,622.21,,0.0128,0,-192.49,,-0.36,0
333.58,55.634,10,621.66,,0.0079,0,-200.41,,-0.36,0
334.7,55.818,10,621.13,,0.0141,0,-161.94,,-0.36,0
335.7,55.985,10,620.64,,0.0024,0,-111.8,,-0.36,0
336.71,56.153,10,620.16,,0.015,0,-163.91,,-0.36,0
337.72,56.323,10,619.66,,0.0067,0,-172.8,,-0.36,0
338.84,56.511,10,619.12,,0.0086,0,-154.3,,-0.36,0
339.85,56.679,10,618.63,,0.0127,0,-78.81,,-0.36,0
340.96,56.866,10,618.09,,0.0038,0,61.45,,-0.36,0
342.09,57.053,10,617.55,,0.0064,0,-126.43,,-0.36,0
343.21,57.24,10,617,,-0.0083,0,-228.63,,-0.36,0
344.22,57.407,10,616.52,,0.0024,0,-206.84,,-0.36,0
345.35,57.596,10,615.97,,0.0093,0,-99.73,,-0.36,0
346.47,57.782,10,615.43,,0.0089,0,-76.78,,-0.36,0
347.49,57.952,10,614.94,,0.0058,0,-131.74,,-0.36,0
348.61,58.14,10,614.39,,-0.0003,0,-121.32,,-0.36,0
349.62,58.312,10,613.9,,0.0048,0,-26.03,,-0.36,0
350.63,58.477,10,613.42,,0.0016,0,157.88,,-0.36,0
351.64,58.644,10,612.93,,0.0136,0,157.67,,-0.36,0
352.76,58.832,10,612.39,,0.0077,0,149.97,,-0.36,0
353.88,59.019,10,611.84,,0.0198,0,163.11,,-0.36,0
355,59.207,10,611.3,,0.0088,0,240.99,,-0.36,0
356.13,59.395,10,610.75,,0.023,0,119.89,,-0.36,0
357.25,59.584,10,610.21,,0.0131,0,-179.48,,-0.36,0
358.25,59.748,10,609.73,,0.0172,0,-329.9,,-0.36,0
359.38,59.936,10,609.19,,0.0196,0,-478.61,,-0.36,0
360.51,60.123,10,608.64,,0.0133,0,-447.09,,-0.36,0
361.63,60.31,10,608.1,,0.0171,0,-260.98,,-0.36,0
362.75,60.504,10,607.54,,0.0052,0,-15.35,,-0.36,0
363.88,60.69,10,607,,0.0126,0,-59.83,,-0.36,0
365,60.874,10,606.46,,0.0112,0,-220.12,,-0.36,0
366.12,61.062,10,605.92,,0.0039,0,-441.89,,-0.36,0
367.24,61.25,10,605.37,,0.0117,0,-246.38,,-0.36,0
368.36,61.435,10,604.84,,0.0085,0,-320.93,,-0.36,0
369.36,61.604,10,604.35,,0.0123,0,-386.55,,-0.36,0
370.48,61.791,10,603.81,,0.0074,0,-347.64,,-0.36,0
371.6,61.977,10,603.27,,0.0189,0,-199.01,,-0.36,0
372.73,62.167,10,602.72,,0.0294,0,-225.26,,-0.36,0
373.86,62.351,10,602.18,,0.0279,0,-285.19,,-0.36,0
374.87,62.523,10,601.68,,0.0128,0,-245.04,,-0.36,0
375.88,62.69,10,601.2,,0.0163,0,-314.4,,-0.36,0
377,62.877,10,600.66,,0.014,0,-363.77,,-0.36,0
378.13,63.065,10,600.11,,0.0177,0,-238.58,,-0.36,0
379.25,63.251,10,599.57,,0.0239,0,-247.91,,-0.36,0
380.37,63.445,10,599.01,,0.0062,0,-246.76,,-0.36,0
381.49,63.628,10,598.48,,0.0209,0,-284.97,,-0.36,0
382.62,63.817,10,597.93,,0.0122,0,-232.86,,-0.36,0
383.74,64.001,10,597.4,,0.015,0,-276.84,,-0.36,0
384.74,64.173,10,596.9,,0.0083,0,-158.29,,-0.36,0
385.87,64.363,10,596.35,,0.0125,0,-80.79,,-0.36,0
386.87,64.528,10,595.87,,0.009,0,-72.67,,-0.36,0
387.87,64.694,10,595.39,,0.0083,0,-262.61,,-0.36,0
388.88,64.862,10,594.9,,0.0262,0,-234.63,,-0.36,0
389.89,65.032,10,594.41,,0.0133,0,-230.25,,-0.36,0
390.9,65.199,10,593.92,,0.0151,0,-96.21,,-0.36,0
391.91,65.368,10,593.43,,0.0109,0,-182.41,,-0.36,0
393.04,65.555,10,592.89,,0.0193,0,-231.03,,-0.36,0
394.16,65.744,10,592.34,,0.0151,0,-226.12,,-0.36,0
395.28,65.932,10,591.8,,0.0056,0,53.85,,-0.36,0
396.4,66.119,10,591.25,,0.0191,0,175.41,,-0.36,0
397.53,66.308,10,590.71,,0.0174,0,-39.89,,-0.36,0
398.53,66.473,10,590.23,,0.0205,0,-274.23,,-0.36,0
399.65,66.66,10,589.69,,0.0228,0,-269.96,,-0.36,0
400.65,66.828,10,589.2,,0.0131,0,-122.66,,-0.36,0
401.66,66.993,10,588.72,,0.0199,0,-100.62,,-0.36,0
402.79,67.182,10,588.17,,0.0218,0,-274.41,,-0.36,0
403.91,67.369,10,587.63,,0.0261,0,-294.96,,-0.36,0
404.93,67.54,10,587.14,,0.0132,0,-288.88,,-0.36,0
405.93,67.711,10,586.64,,0.016,0,-160.24,,-0.36,0
406.94,67.877,10,586.16,,0.0193,0,23.38,,-0.36,0
408.06,68.064,10,585.61,,0.0145,0,207.96,,-0.36,0
409.18,68.254,10,585.06,,0.0235,0,3.48,,-0.36,0
410.18,68.419,10,584.58,,0.0072,0,-150.35,,-0.36,0
411.31,68.606,10,584.04,,0.029,0,-177.44,,-0.36,0
412.43,68.796,10,583.49,,0.0143,0,43.3,,-0.36,0
413.55,68.981,10,582.96,,0.0124,0,-98.13,,-0.36,0
414.55,69.147,10,582.47,,0.0118,0,-16.23,,-0.36,0
415.68,69.336,10,581.93,,0.0223,0,21.01,,-0.36,0
416.8,69.523,10,581.38,,0.0196,0,35.47,,-0.36,0
417.92,69.71,10,580.84,,0.0239,0,-43.09,,-0.36,0
418.92,69.877,10,580.36,,0.0236,0,24.41,,-0.36,0
420.05,70.065,10,579.81,,0.0123,0,152.11,,-0.36,0
421.17,70.251,10,579.27,,0.0187,0,43.45,,-0.36,0
422.18,70.418,10,578.79,,0.0141,0,-68.79,,-0.36,0
423.3,70.607,10,578.24,,0.0123,0,-266.08,,-0.36,0
424.42,70.793,10,577.7,,0.0184,0,-154.25,,-0.36,0
425.42,70.96,10,577.22,,0.0256,0,175.41,,-0.36,0
