t[s],Bpos,Bspd,A[cm²],Mma[Å²],P1[mN/m],P2[mN/m],T[°C],SP[V],pH,AD[V]
1047.14,174.735,10,276.27,,14.944,0,-119.51,,-1.4,0
1048.27,174.922,10,275.72,,15.2105,0,-205.3,,-1.4,0
1049.39,175.111,10,275.18,,15.4666,0,-101.37,,-1.4,0
1050.51,175.297,10,274.64,,15.6933,0,-70.98,,-1.4,0
1051.63,175.485,10,274.09,,15.9807,0,84.59,,-1.4,0
1052.75,175.674,10,273.55,,16.2395,0,18.4,,-1.4,0
1053.76,175.84,10,273.06,,16.4653,0,-111.48,,-1.4,0
1054.76,176.007,10,272.58,,16.731,0,-206.94,,-1.4,0
1055.88,176.193,10,272.04,,16.9953,0,-177.35,,-1.4,0
1056.89,176.361,10,271.55,,17.246,0,-182.17,,-1.4,0
1058.01,176.551,10,271,,17.5049,0,-157.18,,-1.4,0
1059.13,176.737,10,270.46,,17.8147,0,-27.11,,-1.4,0
1060.13,176.902,10,269.98,,18.1182,0,207.04,,-1.4,0
1061.14,177.074,10,269.49,,18.3207,0,176.99,,-1.4,0
1062.26,177.26,10,268.95,,18.5529,0,26.06,,-1.4,0
1063.26,177.426,10,268.46,,18.8154,0,-175.61,,-1.4,0
1064.39,177.616,10,267.91,,19.1348,0,-282.56,,-1.4,0
1065.39,177.781,10,267.43,,19.4266,0,-313.21,,-1.4,0
1066.52,177.97,10,266.89,,19.7824,0,-204.52,,-1.4,0
1067.64,178.158,10,266.34,,20.133,0,-105.63,,-1.4,0
1068.76,178.343,10,265.81,,20.5083,0,49.68,,-1.4,0
1069.89,178.531,10,265.26,,20.8542,0,-32.96,,-1.4,0
1071.01,178.718,10,264.72,,21.2318,0,-154.77,,-1.4,0
1072.13,178.907,10,264.17,,21.6126,0,-156.93,,-1.4,0
1073.25,179.093,10,263.63,,21.9808,0,27.22,,-1.4,0
1074.38,179.281,10,263.08,,22.4144,0,132.06,,-1.4,0
1075.38,179.448,10,262.6,,22.7648,0,-29.99,,-1.4,0
1076.51,179.636,10,262.05,,23.1683,0,-190.82,,-1.4,0
1077.63,179.822,10,261.52,,23.6126,0,-30.5,,-1.4,0
1078.75,180.009,10,260.97,,24.0287,0,76,,-1.4,0
1079.88,180.198,10,260.43,,24.4882,0,56.81,,-1.4,0
1080.88,180.37,10,259.93,,24.8466,0,23.92,,-1.4,0
1081.89,180.535,10,259.45,,25.2585,0,-79.53,,-1.4,0
1082.9,180.707,10,258.95,,25.6653,0,-173.08,,-1.4,0
1083.91,180.874,10,258.47,,26.0602,0,-224.91,,-1.4,0
1084.93,181.043,10,257.98,,26.4203,0,-107.32,,-1.4,0
1086.05,181.231,10,257.43,,26.8923,0,107.43,,-1.4,0
1087.17,181.42,10,256.88,,27.3728,0,110.05,,-1.4,0
1088.3,181.607,10,256.34,,27.7807,0,-119.08,,-1.4,0
1089.3,181.772,10,255.86,,28.1986,0,-349.02,,-1.4,0
1090.31,181.939,10,255.38,,28.5395,0,-320.26,,-1.4,0
1091.43,182.127,10,254.83,,28.9804,0,-404.64,,-1.4,0
1092.55,182.315,10,254.29,,29.4387,0,-351.76,,-1.4,0
1093.67,182.503,10,253.74,,29.8372,0,-335.04,,-1.4,0
1094.68,182.67,10,253.26,,30.2705,0,-327.18,,-1.4,0
1095.8,182.856,10,252.72,,30.7155,0,-184.03,,-1.4,0
1096.92,183.044,10,252.17,,31.1239,0,-14.51,,-1.4,0
1098.04,183.23,10,251.63,,31.5598,0,66.61,,-1.4,0
1099.16,183.42,10,251.08,,31.9899,0,31.13,,-1.4,0
1100.29,183.607,10,250.54,,32.3821,0,-12.18,,-1.4,0
1101.29,183.773,10,250.06,,32.7609,0,-237.83,,-1.4,0
1102.31,183.945,10,249.56,,33.0989,0,-311.54,,-1.4,0
1103.31,184.112,10,249.08,,33.4525,0,-245.35,,-1.4,0
1104.32,184.282,10,248.58,,33.7969,0,-98.63,,-1.4,0
1105.33,184.448,10,248.1,,34.1706,0,-151.93,,-1.4,0
1106.44,184.635,10,247.56,,34.5551,0,-153.96,,-1.4,0
1107.57,184.825,10,247.01,,34.9669,0,23.31,,-1.4,0
1108.57,184.99,10,246.53,,35.368,0,26.12,,-1.4,0
1109.57,185.155,10,246.05,,35.788,0,-143.14,,-1.4,0
1110.69,185.345,10,245.5,,36.1873,0,-291.89,,-1.4,0
1111.81,185.53,10,244.96,,36.5724,0,-316.39,,-1.4,0
1112.94,185.718,10,244.42,,37.0294,0,-306.61,,-1.4,0
1113.94,185.886,10,243.93,,37.3929,0,-241.88,,-1.4,0
1114.94,186.053,10,243.45,,37.7861,0,-89.1,,-1.4,0
1116.07,186.241,10,242.9,,38.1313,0,-8.35,,-1.4,0
1117.2,186.432,10,242.35,,38.538,0,-272.39,,-1.4,0
1118.21,186.598,10,241.87,,38.913,0,-291.63,,-1.4,0
1119.23,186.769,10,241.37,,39.2217,0,-449.51,,-1.4,0
1120.23,186.935,10,240.89,,39.6087,0,-480.64,,-1.4,0
1121.36,187.122,10,240.35,,40.0196,0,-521.83,,-1.4,0
1122.48,187.312,10,239.8,,40.3871,0,-384.98,,-1.4,0
1123.6,187.499,10,239.25,,40.8507,0,-287.88,,-1.4,0
1124.72,187.685,10,238.71,,41.1917,0,-191.62,,-1.4,0
1125.84,187.873,10,238.17,,41.5075,0,-147.98,,-1.4,0
1126.97,188.062,10,237.62,,41.8877,0,-187.1,,-1.4,0
1128.09,188.248,10,237.08,,42.2912,0,-251.08,,-1.4,0
1129.09,188.414,10,236.6,,42.5924,0,-326.16,,-1.4,0
1130.21,188.603,10,236.05,,42.888,0,-273.73,,-1.4,0
1131.22,188.768,10,235.57,,43.2415,0,-183.62,,-1.4,0
1132.34,188.955,10,235.03,,43.5702,0,-38.88,,-1.4,0
1133.46,189.142,10,234.49,,43.888,0,127.44,,-1.4,0
1134.59,189.33,10,233.94,,44.2423,0,215.3,,-1.4,0
1135.59,189.496,10,233.46,,44.5477,0,107.35,,-1.4,0
1136.59,189.664,10,232.97,,44.8192,0,-19.34,,-1.4,0
1137.71,189.851,10,232.43,,45.1345,0,29.43,,-1.4,0
1138.71,190.019,10,231.94,,45.4281,0,137.31,,-1.4,0
1139.83,190.206,10,231.4,,45.7455,0,53.77,,-1.4,0
1140.96,190.392,10,230.86,,46.0277,0,35.09,,-1.4,0
1141.96,190.562,10,230.37,,46.3333,0,136.72,,-1.4,0
1143.08,190.747,10,229.83,,46.6073,0,138.19,,-1.4,0
1144.2,190.935,10,229.29,,46.8888,0,156.86,,-1.4,0
1145.33,191.122,10,228.75,,47.2442,0,139.51,,-1.4,0
1146.33,191.292,10,228.25,,47.5408,0,73.33,,-1.4,0
1147.34,191.462,10,227.76,,47.7495,0,-85,,-1.4,0
1148.35,191.628,10,227.28,,48.0229,0,15.16,,-1.4,0
1149.35,191.797,10,226.79,,48.2688,0,64.22,,-1.4,0
1150.36,191.963,10,226.31,,48.5535,0,49.8,,-1.4,0
1151.36,192.131,10,225.82,,48.793,0,44.34,,-1.4,0
1152.48,192.318,10,225.28,,49.1189,0,-25.81,,-1.4,0
1153.61,192.505,10,224.74,,49.4135,0,-195.34,,-1.4,0
1154.61,192.672,10,224.25,,49.6311,0,-186.28,,-1.4,0
1155.73,192.86,10,223.71,,49.9173,0,-20.49,,-1.4,0
1156.73,193.027,10,223.22,,50.1723,0,56.56,,-1.4,0
1157.86,193.215,10,222.68,,50.4692,0,22.81,,-1.4,0
1158.86,193.379,10,222.2,,50.7227,0,-58.79,,-1.4,0
1159.86,193.553,10,221.7,,50.9755,0,-56.28,,-1.4,0
1160.98,193.74,10,221.15,,51.2581,0,-1.62,,-1.4,0
1161.99,193.905,10,220.68,,51.4644,0,170.66,,-1.4,0
1163,194.072,10,220.19,,51.7207,0,221.65,,-1.4,0
1164,194.24,10,219.7,,52.0129,0,197.26,,-1.4,0
1165,194.409,10,219.21,,52.2379,0,118.75,,-1.4,0
1166.13,194.599,10,218.66,,52.4834,0,21,,-1.4,0
1167.25,194.785,10,218.12,,52.7625,0,-62.17,,-1.4,0
1168.25,194.952,10,217.64,,52.9797,0,-48.92,,-1.4,0
1169.38,195.138,10,217.1,,53.2344,0,-6.79,,-1.4,0
1170.38,195.305,10,216.62,,53.492,0,-20.36,,-1.4,0
1171.5,195.495,10,216.07,,53.7715,0,-182.74,,-1.4,0
1172.51,195.66,10,215.59,,53.9736,0,-248.01,,-1.4,0
1173.63,195.847,10,215.04,,54.2456,0,-156.75,,-1.4,0
1174.63,196.014,10,214.56,,54.4754,0,-138.4,,-1.4,0
1175.76,196.202,10,214.01,,54.6582,0,-121.01,,-1.4,0
1176.76,196.368,10,213.53,,54.8782,0,-254.1,,-1.4,0
1177.88,196.556,10,212.99,,55.1978,0,-173.83,,-1.4,0
1179,196.743,10,212.44,,55.4297,0,-249.27,,-1.4,0
1180,196.914,10,211.95,,55.6534,0,-181.61,,-1.4,0
1181.13,197.102,10,211.4,,55.874,0,-110.46,,-1.4,0
1182.14,197.268,10,210.92,,56.1099,0,-145.46,,-1.4,0
1183.14,197.434,10,210.44,,56.3224,0,-141.75,,-1.4,0
1184.26,197.624,10,209.89,,56.5713,0,-197.12,,-1.4,0
1185.38,197.81,10,209.35,,56.7802,0,-100.08,,-1.4,0
1186.5,197.998,10,208.8,,57.0289,0,-19.4,,-1.4,0
1187.5,198.164,10,208.32,,57.1896,0,-49.62,,-1.4,0
1188.63,198.352,10,207.78,,57.44,0,-158.14,,-1.4,0
1189.75,198.539,10,207.24,,57.654,0,-150.74,,-1.4,0
1190.87,198.727,10,206.69,,57.8628,0,-49.8,,-1.4,0
1191.88,198.895,10,206.21,,58.0329,0,-103,,-1.4,0
1192.88,199.061,10,205.72,,58.2618,0,-162.88,,-1.4,0
1193.89,199.229,10,205.24,,58.4165,0,-116.87,,-1.4,0
1195.01,199.419,10,204.69,,58.6377,0,-26.39,,-1.4,0
1196.13,199.605,10,204.15,,58.8551,0,-60.42,,-1.4,0
1197.25,199.789,10,203.61,,59.0665,0,-49.05,,-1.41,0
1198.37,199.977,10,203.07,,59.2594,0,47.37,,-1.41,0
1199.37,200.143,10,202.58,,59.4712,0,94.41,,-1.41,0
1200.49,200.329,10,202.05,,59.6374,0,-81.82,,-1.41,0
1201.62,200.518,10,201.5,,59.8178,0,-256.87,,-1.41,0
1202.62,200.689,10,201,,60.0077,0,-200.34,,-1.41,0
1203.74,200.875,10,200.46,,60.1772,0,-99.72,,-1.41,0
1204.87,201.064,10,199.92,,60.3627,0,-150.44,,-1.41,0
1205.87,201.232,10,199.43,,60.5144,0,-269.43,,-1.41,0
1207,201.418,10,198.89,,60.6486,0,-153.54,,-1.41,0
1208.12,201.606,10,198.34,,60.8309,0,75,,-1.41,0
1209.24,201.792,10,197.8,,60.9868,0,34.34,,-1.41,0
1210.36,201.979,10,197.26,,61.178,0,-133.81,,-1.41,0
1211.49,202.169,10,196.71,,61.3264,0,-315.43,,-1.41,0
1212.5,202.334,10,196.23,,61.4695,0,-400.5,,-1.41,0
1213.51,202.505,10,195.74,,61.6097,0,-384.27,,-1.41,0
1214.53,202.677,10,195.24,,61.7188,0,-373.1,,-1.41,0
1215.55,202.846,10,194.75,,61.8847,0,-283.82,,-1.41,0
1216.57,203.014,10,194.26,,61.9802,0,-71.17,,-1.41,0
1217.59,203.184,10,193.77,,62.1233,0,-21.91,,-1.41,0
1218.61,203.355,10,193.27,,62.2269,0,20.52,,-1.41,0
1219.63,203.525,10,192.78,,62.3295,0,-183.14,,-1.41,0
1220.65,203.697,10,192.28,,62.4468,0,-138.92,,-1.41,0
1221.67,203.867,10,191.78,,62.5637,0,-143.64,,-1.41,0
1222.69,204.041,10,191.28,,62.6496,0,-116.33,,-1.41,0
1223.71,204.205,10,190.81,,62.7364,0,-267.55,,-1.41,0
1224.73,204.376,10,190.31,,62.8263,0,-485.09,,-1.41,0
1225.75,204.547,10,189.81,,62.9041,0,-443.18,,-1.41,0
1226.77,204.719,10,189.32,,62.9854,0,-336.54,,-1.41,0
1227.79,204.891,10,188.82,,63.0745,0,-312.52,,-1.41,0
1228.81,205.061,10,188.32,,63.1478,0,-435.13,,-1.41,0
1229.82,205.228,10,187.84,,63.2139,0,-507.38,,-1.41,0
1230.83,205.398,10,187.35,,63.275,0,-277.37,,-1.41,0
1231.84,205.562,10,186.87,,63.3345,0,-219.94,,-1.41,0
1232.85,205.734,10,186.37,,63.4027,0,-71.71,,-1.41,0
1233.87,205.905,10,185.88,,63.4017,0,-118.45,,-1.41,0
1234.89,206.071,10,185.39,,63.4891,0,-125.81,,-1.41,0
1235.9,206.244,10,184.89,,63.5193,0,-106.83,,-1.41,0
1236.92,206.415,10,184.4,,63.5651,0,-253.35,,-1.41,0
1237.93,206.58,10,183.92,,63.5922,0,-299.98,,-1.41,0
1238.95,206.752,10,183.42,,63.613,0,-368.05,,-1.41,0
1239.97,206.922,10,182.92,,63.6444,0,-127.62,,-1.41,0
1240.98,207.09,10,182.44,,63.6655,0,-160.16,,-1.41,0
1241.99,207.26,10,181.95,,63.6917,0,-267.72,,-1.41,0
1243,207.425,10,181.47,,63.706,0,-405.23,,-1.41,0
1244.02,207.596,10,180.97,,63.7201,0,-352.5,,-1.41,0
1245.05,207.769,10,180.47,,63.7194,0,-295.83,,-1.41,0
1246.06,207.939,10,179.98,,63.7344,0,-218.4,,-1.41,0
1247.08,208.111,10,179.48,,63.7356,0,-227.81,,-1.41,0
1248.1,208.281,10,178.98,,63.7433,0,-274.49,,-1.41,0
1249.13,208.452,10,178.49,,63.7524,0,-224,,-1.41,0
1250.14,208.621,10,178,,63.7775,0,-135.64,,-1.41,0
1251.17,208.793,10,177.5,,63.7928,0,10.9,,-1.41,0
1252.19,208.96,10,177.02,,63.796,0,-41.05,,-1.41,0
1253.21,209.129,10,176.53,,63.7931,0,-73.08,,-1.41,0
1254.23,209.302,10,176.02,,63.7972,0,-216.68,,-1.41,0
1255.25,209.471,10,175.53,,63.8216,0,-78.28,,-1.41,0
1256.27,209.644,10,175.03,,63.8126,0,54.84,,-1.41,0
1257.29,209.812,10,174.54,,63.8397,0,5.61,,-1.41,0
1258.31,209.985,10,174.04,,63.8339,0,-147.29,,-1.41,0
1259.33,210.151,10,173.56,,63.8411,0,-256.89,,-1.41,0
1260.33,210.321,10,173.07,,63.8247,0,-121.91,,-1.41,0
1261.35,210.489,10,172.58,,63.8594,0,-158.05,,-1.41,0
1262.36,210.658,10,172.09,,63.8507,0,-221.73,,-1.41,0
1263.38,210.831,10,171.59,,63.863,0,-257.41,,-1.41,0
1264.4,211.001,10,171.1,,63.8362,0,-321.19,,-1.41,0
1265.42,211.167,10,170.62,,63.8223,0,-416.15,,-1.41,0
1266.43,211.338,10,170.12,,63.8089,0,-364.67,,-1.41,0
1267.44,211.508,10,169.63,,63.8137,0,-131.47,,-1.41,0
1268.46,211.677,10,169.14,,63.7352,0,107.17,,-1.41,0
1269.48,211.848,10,168.64,,63.6593,0,178.72,,-1.41,0
1270.5,212.018,10,168.15,,63.6686,0,172.25,,-1.41,0
1271.51,212.188,10,167.66,,63.6444,0,88.8,,-1.41,0
1272.53,212.354,10,167.17,,63.6524,0,-19.66,,-1.41,0
1273.53,212.526,10,166.67,,63.6498,0,31.5,,-1.41,0
1274.55,212.691,10,166.19,,63.6591,0,-9.07,,-1.41,0
1275.57,212.863,10,165.7,,63.6634,0,-43.6,,-1.41,0
1276.59,213.034,10,165.2,,63.6647,0,-173.97,,-1.41,0
1277.61,213.207,10,164.7,,63.682,0,-258.85,,-1.41,0
1278.63,213.376,10,164.21,,63.6741,0,-214.8,,-1.41,0
